Query_label	Target_label	ID	ProkkaNO	Percent_identity	align_length	mismatch	gap_opens	start_query	end_query	start_target	end_target	E_value	Bit score	seqname	start	end	strand	GTDBTax	MiDAS3_6Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	max_abund	Function
cmc	Aved_18-Q3-R54-62_BAT3C.16_uni_01564	Aved_18-Q3-R54-62_BAT3C.16_uni	1564	22.346	179	129	5	29	201	1	175	5.62e-30	120	contig_circular	1229394	1230260	-	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__UBA5169;s__	ESV903.1387;tax=d:Bacteria,p:Patescibacteria,c:Saccharimonadia,o:Saccharimonadales,f:midas_f_903,g:midas_g_903,s:midas_s_903;	100	1387	HM066599.1.1434 Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;uncultured bacterium	92.7	1436	0.24678703	REG
bgl	Aved_18-Q3-R54-62_BAT3C.258_sub_00180	Aved_18-Q3-R54-62_BAT3C.258_sub	180	23.81	210	133	7	10	200	5	206	3.85e-53	186	tig00003150-10-10078340	171577	173850	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ESV154.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_83;	99.9	1451	JX521096.1.1501 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;uncultured bacterium	98.4	1501	NA	Hydrolase
bgl	Aved_18-Q3-R54-62_BAT3C.258_sub_00181	Aved_18-Q3-R54-62_BAT3C.258_sub	181	23.204	181	128	2	10	179	11	191	3e-46	156	tig00003150-10-10078340	173856	174440	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ESV154.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_83;	99.9	1451	JX521096.1.1501 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;uncultured bacterium	98.4	1501	NA	Hydrolase
bgl	Aved_18-Q3-R54-62_BAT3C.258_sub_00832	Aved_18-Q3-R54-62_BAT3C.258_sub	832	20.297	202	118	4	20	203	16	192	2.65e-48	173	tig00003150-10-10078340	764840	766999	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ESV154.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_83;	99.9	1451	JX521096.1.1501 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;uncultured bacterium	98.4	1501	NA	Hydrolase
bgl	Aved_18-Q3-R54-62_BAT3C.258_sub_02944	Aved_18-Q3-R54-62_BAT3C.258_sub	2944	25.714	140	96	3	68	199	27	166	2.21e-42	151	tig00012832-10-3103210	229693	230895	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ESV154.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_83;	99.9	1451	JX521096.1.1501 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;uncultured bacterium	98.4	1501	NA	Hydrolase
bcsAI	Aved_18-Q3-R54-62_BAT3C.309_00931	Aved_18-Q3-R54-62_BAT3C.309	931	20.392	255	179	6	147	398	2	235	1.6e-32	135	tig00373134-10-19807410	117342	118478	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	SY
bcsAI	Aved_18-Q3-R54-62_BAT3C.309_00933	Aved_18-Q3-R54-62_BAT3C.309	933	20.874	206	153	6	142	342	6	206	1.52e-23	108	tig00373134-10-19807410	119764	120735	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	SY
bgl	Aved_18-Q3-R54-62_BAT3C.309_02354	Aved_18-Q3-R54-62_BAT3C.309	2354	21.053	133	96	3	75	201	48	177	0.000766	45.6	tig00373134-10-19807410	1682810	1683847	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	Hydrolase
bcsCI	Aved_18-Q3-R54-62_BAT3C.309_03971	Aved_18-Q3-R54-62_BAT3C.309	3971	20.07	284	215	4	273	546	163	444	1.77e-09	68.5	tig01608090-10-7225250	26318	28111	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	Export
bcsCI	Aved_18-Q3-R54-62_BAT3C.309_04135	Aved_18-Q3-R54-62_BAT3C.309	4135	21.522	381	273	7	465	842	32	389	8.46e-15	85.5	tig01608090-10-7225250	191508	193160	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	Export
