operon	ID	tig	max	min	seqname	start	end	strand	ProkkaNO	Target_label	Query_label	Percent_identity	align_length	mismatch	gap_opens	start_query	end_query	start_target	end_target	E_value	Bit score	GTDBTax	MiDAS3_6Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	max_abund	Function	operon_place	ID2	end_target_plot	start_target_plot
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	0	947	1	4518	Aved_18-Q3-R54-62_BAT3C.394_04518	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	NA	NA	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	NA	NA	NA	NA	NA	Aved_18-Q3-R54-62_BAT3C.394	947	0
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	1019	1471	1	4519	Aved_18-Q3-R54-62_BAT3C.394_04519	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	NA	NA	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	NA	NA	NA	NA	NA	Aved_18-Q3-R54-62_BAT3C.394	1471	1019
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	1581	2666	1	4520	Aved_18-Q3-R54-62_BAT3C.394_04520	rmlB	57.353	340	144	1	6	344	3	342	1.58e-137	400	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	PS	start	Aved_18-Q3-R54-62_BAT3C.394	2607	1590
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	1581	2666	1	4520	Aved_18-Q3-R54-62_BAT3C.394_04520	rmlB	57.353	340	144	1	6	344	3	342	1.58e-137	400	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	PS	NA	Aved_18-Q3-R54-62_BAT3C.394	2607	1590
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	2663	3553	1	4521	Aved_18-Q3-R54-62_BAT3C.394_04521	rmlD	43.243	296	159	3	1	287	1	296	5.91e-96	289	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	PS	NA	Aved_18-Q3-R54-62_BAT3C.394	3551	2666
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	2663	3553	1	4521	Aved_18-Q3-R54-62_BAT3C.394_04521	rmlD	43.243	296	159	3	1	287	1	296	5.91e-96	289	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	PS	NA	Aved_18-Q3-R54-62_BAT3C.394	3551	2666
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	3550	4461	1	4522	Aved_18-Q3-R54-62_BAT3C.394_04522	rmlA	63.415	287	102	2	2	288	10	293	1.47e-131	380	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	PS	NA	Aved_18-Q3-R54-62_BAT3C.394	4429	3580
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	3550	4461	1	4522	Aved_18-Q3-R54-62_BAT3C.394_04522	rmlA	63.415	287	102	2	2	288	10	293	1.47e-131	380	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	ABC	NA	Aved_18-Q3-R54-62_BAT3C.394	4429	3580
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	4458	5003	1	4523	Aved_18-Q3-R54-62_BAT3C.394_04523	rmlC	46.893	177	90	4	2	177	1	174	3.24e-87	259	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	PS	NA	Aved_18-Q3-R54-62_BAT3C.394	4980	4461
1105	Aved_18-Q3-R54-62_BAT3C.394	tig01608118-10-14295950	4525	4520	tig01608118-10-14295950	4458	5003	1	4523	Aved_18-Q3-R54-62_BAT3C.394_04523	rmlC	46.893	177	90	4	2	177	1	174	3.24e-87	259	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	PS	NA	Aved_18-Q3-R54-62_BAT3C.394	4980	4461
